permit_id,issued_date,property_type,sqft,est_annual_kwh,permit_class
2022-112604 BP,2022-07-27,single_family,4202,27229,Residential
2022-112619 BP,2022-07-27,single_family,2150,13932,Residential
2022-112252 BP,2022-07-27,adu_accessory,1143,10218,Residential
2022-112500 BP,2022-07-27,multifamily,4763,80498,Residential
2022-112596 BP,2022-07-27,single_family,4104,26594,Residential
2022-112913 BP,2022-07-27,single_family,3988,25842,Residential
2020-069354 BP,2022-07-27,office,74020,1158806,Commercial
2022-103064 BP,2022-07-27,single_family,5373,34817,Residential
2022-107127 BP,2022-07-27,single_family,11272,73043,Residential
2022-112614 BP,2022-07-27,single_family,2637,17088,Residential
2022-112251 BP,2022-07-27,single_family,3299,21378,Residential
2022-112366 BP,2022-07-27,single_family,3590,23263,Residential
2022-095250 BP,2022-07-27,single_family,4612,29886,Residential
2022-112526 BP,2022-07-27,single_family,3852,24961,Residential
2022-109347 BP,2022-07-27,single_family,6739,43669,Residential
2022-111276 BP,2022-07-27,single_family,3746,24274,Residential
2022-111997 BP,2022-07-26,multifamily,43189,729925,Commercial
2022-111996 BP,2022-07-26,multifamily,68410,1156178,Commercial
2022-110744 BP,2022-07-26,single_family,4698,30443,Residential
2022-108401 BP,2022-07-26,single_family,1963,12720,Residential
2022-110820 BP,2022-07-26,single_family,3697,23957,Residential
2022-101378 BP,2022-07-26,hospital,79102,4540455,Commercial
2022-111926 BP,2022-07-26,single_family,1919,12435,Residential
2022-105989 BP,2022-07-26,single_family,2246,14554,Residential
2022-112160 BP,2022-07-26,single_family,3976,25764,Residential
2022-111927 BP,2022-07-26,single_family,1931,12513,Residential
2022-111640 BP,2022-07-26,single_family,1948,12623,Residential
2022-036281 BP,2022-07-26,single_family,2017,13070,Residential
2022-110645 BP,2022-07-26,single_family,3802,24637,Residential
2022-100339 BP,2022-07-26,single_family,4201,27222,Residential
2022-112209 BP,2022-07-26,single_family,3544,22965,Residential
2022-111998 BP,2022-07-26,multifamily,68410,1156178,Commercial
2022-108403 BP,2022-07-26,adu_accessory,1062,9494,Residential
2022-110401 BP,2022-07-25,single_family,4299,27858,Residential
2022-073939 BP,2022-07-25,adu_accessory,1617,14456,Residential
2022-111314 BP,2022-07-25,single_family,3181,20613,Residential
2022-111323 BP,2022-07-25,single_family,2887,18708,Residential
2022-109119 BP,2022-07-25,single_family,3087,20004,Residential
2022-111275 BP,2022-07-25,single_family,2797,18125,Residential
2022-111136 BP,2022-07-25,multifamily,121152,2047555,Commercial
2022-110436 BP,2022-07-25,single_family,3335,21611,Residential
2022-109272 BP,2022-07-25,office,20968,328261,Commercial
2022-110707 BP,2022-07-25,single_family,3589,23257,Residential
2022-111282 BP,2022-07-25,single_family,2547,16505,Residential
2022-111254 BP,2022-07-25,single_family,2253,14599,Residential
2022-073938 BP,2022-07-25,single_family,3749,24294,Residential
2022-111166 BP,2022-07-25,single_family,4545,29452,Residential
2022-110408 BP,2022-07-25,adu_accessory,1029,9199,Residential
2022-111235 BP,2022-07-25,single_family,2602,16861,Residential
2022-111137 BP,2022-07-25,parking_garage,171219,222585,Commercial
2022-111246 BP,2022-07-25,single_family,3475,22518,Residential
2022-110657 BP,2022-07-25,single_family,2971,19252,Residential
2022-103208 BP,2022-07-25,single_family,5962,38634,Residential
2022-111135 BP,2022-07-25,multifamily,142124,2401997,Commercial
2022-107269 BP,2022-07-23,adu_accessory,625,5588,Residential
2022-110443 BP,2022-07-22,multifamily,55666,940795,Commercial
2022-110455 BP,2022-07-22,commercial_other,522,7736,Commercial
2022-110456 BP,2022-07-22,commercial_other,1152,17072,Commercial
2022-109760 BP,2022-07-22,single_family,2992,19388,Residential
2022-110459 BP,2022-07-22,commercial_other,1152,17072,Commercial
2022-110368 BP,2022-07-22,single_family,2350,15228,Residential
2022-110362 BP,2022-07-22,single_family,3226,20904,Residential
2022-110457 BP,2022-07-22,commercial_other,1072,15887,Commercial
2022-110444 BP,2022-07-22,multifamily,46654,788486,Commercial
2022-110371 BP,2022-07-22,single_family,2541,16466,Residential
2022-110452 BP,2022-07-22,multifamily,58422,987373,Commercial
2022-110445 BP,2022-07-22,multifamily,47217,798001,Commercial
2022-110448 BP,2022-07-22,multifamily,47720,806502,Commercial
2021-124930 BP,2022-07-22,multifamily,3010,50871,Residential
2022-110449 BP,2022-07-22,multifamily,57323,968799,Commercial
2022-108164 BP,2022-07-22,single_family,7772,50363,Residential
2022-110451 BP,2022-07-22,multifamily,49217,831802,Commercial
2022-110446 BP,2022-07-22,multifamily,62399,1054587,Commercial
2022-110454 BP,2022-07-22,commercial_other,5660,83879,Commercial
2022-110450 BP,2022-07-22,multifamily,58007,980360,Commercial
2022-110447 BP,2022-07-22,multifamily,31234,527877,Commercial
2022-109036 BP,2022-07-22,single_family,2212,14334,Residential
2022-109277 BP,2022-07-21,single_family,3609,23386,Residential
2022-107271 BP,2022-07-21,single_family,4507,29205,Residential
2022-108539 BP,2022-07-21,single_family,1685,10919,Residential
2022-105913 BP,2022-07-21,single_family,2246,14554,Residential
2022-093767 BP,2022-07-21,single_family,3457,22401,Residential
2022-098431 BP,2022-07-21,single_family,2779,18008,Residential
2022-108070 BP,2022-07-21,single_family,1284,8320,Residential
2022-105873 BP,2022-07-21,single_family,2255,14612,Residential
2022-086816 BP,2022-07-21,single_family,3606,23367,Residential
2022-087361 BP,2022-07-21,single_family,3007,19485,Residential
2022-108402 BP,2022-07-21,office,104142,1630375,Commercial
2022-108760 BP,2022-07-21,single_family,4057,26289,Residential
2022-109130 BP,2022-07-21,single_family,2263,14664,Residential
2022-100381 BP,2022-07-21,single_family,2487,16116,Residential
2022-093731 BP,2022-07-21,single_family,4339,28117,Residential
2022-105441 BP,2022-07-21,single_family,1993,12915,Residential
2022-055232 BP,2022-07-21,adu_accessory,957,8556,Residential
2022-108404 BP,2022-07-21,parking_garage,94357,122664,Commercial
2022-105430 BP,2022-07-21,single_family,1889,12241,Residential
2022-108554 BP,2022-07-21,single_family,2370,15358,Residential
2022-108543 BP,2022-07-20,single_family,3294,21345,Residential
2022-108398 BP,2022-07-20,multifamily,4206,71084,Residential
2022-077449 BP,2022-07-19,adu_accessory,404,3612,Residential
2022-075688 BP,2022-07-19,single_family,7228,46837,Residential
2022-107458 BP,2022-07-19,single_family,3862,25026,Residential
2022-105404 BP,2022-07-19,single_family,6871,44524,Residential
2022-100441 BP,2022-07-19,single_family,3802,24637,Residential
2022-100402 BP,2022-07-19,single_family,3730,24170,Residential
2022-107673 BP,2022-07-19,multifamily,141865,2397619,Commercial
2022-077448 BP,2022-07-19,single_family,5341,34610,Residential
2022-106600 BP,2022-07-19,parking_garage,202135,262776,Commercial
2022-105885 BP,2022-07-19,single_family,2419,15675,Residential
2022-107479 BP,2022-07-19,single_family,2446,15850,Residential
2022-107675 BP,2022-07-19,retail,2891,55532,Commercial
2022-105897 BP,2022-07-19,single_family,2246,14554,Residential
2022-107454 BP,2022-07-19,single_family,4196,27190,Residential
2022-107674 BP,2022-07-19,multifamily,73410,1240681,Commercial
2022-093790 BP,2022-07-19,single_family,1655,10724,Residential
2022-100429 BP,2022-07-19,single_family,3802,24637,Residential
2022-107444 BP,2022-07-19,single_family,2887,18708,Residential
2022-100450 BP,2022-07-19,single_family,3802,24637,Residential
2022-046060 BP,2022-07-19,single_family,4255,27572,Residential
2022-106809 BP,2022-07-19,single_family,2419,15675,Residential
2022-107465 BP,2022-07-19,single_family,4002,25933,Residential
2022-106599 BP,2022-07-19,multifamily,675686,11419574,Commercial
2022-107676 BP,2022-07-19,parking_garage,108163,140612,Commercial
2022-100395 BP,2022-07-19,single_family,3802,24637,Residential
2022-105760 BP,2022-07-18,single_family,2974,19272,Residential
2022-093773 BP,2022-07-18,single_family,3885,25175,Residential
2022-105764 BP,2022-07-18,single_family,4002,25933,Residential
2022-105509 BP,2022-07-18,single_family,1477,9571,Residential
2022-098348 BP,2022-07-18,retail,7500,144065,Commercial
2022-107095 BP,2022-07-18,single_family,3167,20522,Residential
2022-104333 BP,2022-07-18,single_family,2246,14554,Residential
2022-105810 BP,2022-07-18,single_family,2246,14554,Residential
2022-098347 BP,2022-07-18,retail,7500,144065,Commercial
2022-105753 BP,2022-07-18,single_family,3525,22842,Residential
2022-105802 BP,2022-07-18,single_family,2377,15403,Residential
2022-098349 BP,2022-07-18,retail,7500,144065,Commercial
2022-105796 BP,2022-07-18,single_family,1876,12156,Residential
2022-105508 BP,2022-07-18,single_family,2473,16025,Residential
2022-034241 BP,2022-07-18,adu_accessory,1355,12114,Residential
2022-104582 BP,2022-07-18,single_family,2557,16569,Residential
2022-101990 BP,2022-07-18,single_family,2660,17237,Residential
2022-098346 BP,2022-07-18,retail,7500,144065,Commercial
2022-101991 BP,2022-07-18,adu_accessory,1587,14188,Residential
2022-105822 BP,2022-07-18,single_family,2377,15403,Residential
2022-054329 BP,2022-07-18,adu_accessory,489,4372,Residential
2022-105785 BP,2022-07-18,single_family,1288,8346,Residential
2022-093774 BP,2022-07-18,adu_accessory,1911,17084,Residential
2022-105817 BP,2022-07-18,single_family,2188,14178,Residential
2022-105828 BP,2022-07-18,single_family,2715,17593,Residential
2022-105842 BP,2022-07-18,single_family,2921,18928,Residential
2022-105585 BP,2022-07-17,retail,6075,116692,Commercial
2022-094450 BP,2022-07-16,adu_accessory,1356,12123,Residential
2022-096622 BP,2022-07-16,adu_accessory,962,8600,Residential
2022-044123 BP,2022-07-16,single_family,3622,23471,Residential
2022-105569 BP,2022-07-15,residential_other,80,518,Residential
2022-105201 BP,2022-07-15,single_family,4878,31609,Residential
2021-042206 BP,2022-07-15,single_family,2560,16589,Residential
2022-105080 BP,2022-07-15,single_family,4878,31609,Residential
2022-105278 BP,2022-07-15,residential_other,80,518,Residential
2022-106033 BP,2022-07-15,single_family,1950,12636,Residential
2022-105749 BP,2022-07-15,single_family,1515,9817,Residential
2022-106034 BP,2022-07-15,adu_accessory,1115,9968,Residential
2022-103449 BP,2022-07-15,single_family,2519,16323,Residential
2022-061944 BP,2022-07-15,single_family,8241,53402,Residential
2022-105215 BP,2022-07-15,residential_other,80,518,Residential
2022-103450 BP,2022-07-15,adu_accessory,1100,9834,Residential
2022-105174 BP,2022-07-14,commercial_other,575,8521,Commercial
2022-105127 BP,2022-07-14,residential_other,80,518,Residential
2021-083084 BP,2022-07-14,single_family,4463,28920,Residential
2022-105261 BP,2022-07-14,single_family,3546,22978,Residential
2022-044702 BP,2022-07-14,single_family,3474,22512,Residential
2022-105438 BP,2022-07-14,single_family,4279,27728,Residential
2022-104246 BP,2022-07-14,adu_accessory,1251,11184,Residential
2022-105167 BP,2022-07-14,multifamily,47120,796362,Commercial
2022-105268 BP,2022-07-14,single_family,3366,21812,Residential
2022-105221 BP,2022-07-14,single_family,4621,29944,Residential
2022-088813 BP,2022-07-14,single_family,2998,19427,Residential
2022-105250 BP,2022-07-14,single_family,3069,19887,Residential
2022-102863 BP,2022-07-14,single_family,3941,25538,Residential
2022-105171 BP,2022-07-14,multifamily,47120,796362,Commercial
2021-083105 BP,2022-07-14,single_family,4491,29102,Residential
2022-105169 BP,2022-07-14,multifamily,46592,787438,Commercial
2022-105172 BP,2022-07-14,multifamily,47120,796362,Commercial
2022-105022 BP,2022-07-14,single_family,2322,15047,Residential
2022-105166 BP,2022-07-14,multifamily,46592,787438,Commercial
2022-105237 BP,2022-07-14,single_family,3462,22434,Residential
2022-104245 BP,2022-07-14,single_family,2513,16284,Residential
2022-102368 BP,2022-07-14,single_family,5350,34668,Residential
2022-105173 BP,2022-07-14,commercial_other,7610,112777,Commercial
2022-032104 BP,2022-07-14,commercial_other,2227,33003,Commercial
2022-104836 BP,2022-07-14,single_family,1950,12636,Residential
2022-101996 BP,2022-07-14,single_family,2399,15546,Residential
2022-105168 BP,2022-07-14,multifamily,46592,787438,Commercial
2022-032103 BP,2022-07-14,parking_garage,29226,37994,Commercial
2022-105170 BP,2022-07-14,multifamily,46592,787438,Commercial
2021-083093 BP,2022-07-14,single_family,4463,28920,Residential
2022-094404 BP,2022-07-13,multifamily,37338,631039,Commercial
2022-104493 BP,2022-07-13,single_family,1674,10848,Residential
2022-094402 BP,2022-07-13,multifamily,37376,631681,Commercial
2022-104468 BP,2022-07-13,single_family,1677,10867,Residential
2022-104420 BP,2022-07-13,single_family,2214,14347,Residential
2022-100770 BP,2022-07-13,single_family,2485,16103,Residential
2022-094403 BP,2022-07-13,multifamily,38175,645185,Commercial
2022-104492 BP,2022-07-13,single_family,1674,10848,Residential
2022-104467 BP,2022-07-13,single_family,1677,10867,Residential
2022-104432 BP,2022-07-13,single_family,2628,17029,Residential
2022-101981 BP,2022-07-13,single_family,2419,15675,Residential
2022-066186 BP,2022-07-13,single_family,4080,26438,Residential
2022-095071 BP,2022-07-12,adu_accessory,1292,11550,Residential
2022-100872 BP,2022-07-12,single_family,4462,28914,Residential
2022-103774 BP,2022-07-12,single_family,3040,19699,Residential
2022-101425 BP,2022-07-12,single_family,6446,41770,Residential
2022-095070 BP,2022-07-12,single_family,2234,14476,Residential
2022-103489 BP,2022-07-12,single_family,3311,21455,Residential
2022-102420 BP,2022-07-11,single_family,3680,23846,Residential
2022-101969 BP,2022-07-11,single_family,2246,14554,Residential
2022-102776 BP,2022-07-11,single_family,5717,37046,Residential
2022-101958 BP,2022-07-11,single_family,2399,15546,Residential
2021-169993 BP,2022-07-11,single_family,2398,15539,Residential
2022-099240 BP,2022-07-11,warehouse_industrial,343200,3172035,Commercial
2022-099241 BP,2022-07-11,warehouse_industrial,220880,2041489,Commercial
2022-100722 BP,2022-07-11,single_family,4197,27197,Residential
2022-101452 BP,2022-07-11,single_family,4692,30404,Residential
2022-101949 BP,2022-07-11,single_family,2246,14554,Residential
2022-006176 BP,2022-07-11,adu_accessory,931,8323,Residential
2022-101965 BP,2022-07-11,single_family,1767,11450,Residential
2022-102429 BP,2022-07-11,single_family,3130,20282,Residential
2022-101955 BP,2022-07-11,single_family,2926,18960,Residential
2022-097318 BP,2022-07-10,adu_accessory,1403,12543,Residential
2022-097317 BP,2022-07-10,single_family,2867,18578,Residential
2022-078958 BP,2022-07-09,single_family,5187,33612,Residential
2022-102045 BP,2022-07-08,single_family,2955,19148,Residential
2021-090082 BP,2022-07-08,education,103379,1083603,Commercial
2022-096459 BP,2022-07-07,single_family,3185,20639,Residential
2022-101472 BP,2022-07-07,adu_accessory,572,5114,Residential
2022-101471 BP,2022-07-07,single_family,2166,14036,Residential
2022-101206 BP,2022-07-07,single_family,2153,13951,Residential
2022-100505 BP,2022-07-07,single_family,2136,13841,Residential
2022-101225 BP,2022-07-07,single_family,3186,20645,Residential
2022-101273 BP,2022-07-07,single_family,2346,15202,Residential
2022-095285 BP,2022-07-07,single_family,1731,11217,Residential
2022-069456 BP,2022-07-07,single_family,3425,22194,Residential
2022-069458 BP,2022-07-07,adu_accessory,1749,15636,Residential
2022-101259 BP,2022-07-07,single_family,3270,21190,Residential
2022-069402 BP,2022-07-07,adu_accessory,1749,15636,Residential
2021-060366 BP,2022-07-07,single_family,4606,29847,Residential
2021-090609 BP,2022-07-07,single_family,3416,22136,Residential
2022-101213 BP,2022-07-07,single_family,3546,22978,Residential
2022-098928 BP,2022-07-07,single_family,1288,8346,Residential
2022-100632 BP,2022-07-07,single_family,3137,20328,Residential
2022-100558 BP,2022-07-07,single_family,1284,8320,Residential
2022-101236 BP,2022-07-07,single_family,4202,27229,Residential
2022-100506 BP,2022-07-07,adu_accessory,1646,14715,Residential
2022-098441 BP,2022-07-06,single_family,2547,16505,Residential
2022-054837 BP,2022-07-06,single_family,2618,16965,Residential
2022-098462 BP,2022-07-06,single_family,2949,19110,Residential
2022-100010 BP,2022-07-06,single_family,2607,16893,Residential
2022-100003 BP,2022-07-06,single_family,2974,19272,Residential
2022-031987 BP,2022-07-06,single_family,3828,24805,Residential
2022-098536 BP,2022-07-06,single_family,3038,19686,Residential
2022-031988 BP,2022-07-06,adu_accessory,1505,13455,Residential
2022-098456 BP,2022-07-06,single_family,3270,21190,Residential
2022-100263 BP,2022-07-06,single_family,2814,18235,Residential
2022-098448 BP,2022-07-06,single_family,3754,24326,Residential
2022-092793 BP,2022-07-05,single_family,1351,8754,Residential
2022-096154 BP,2022-07-05,adu_accessory,1224,10943,Residential
2022-098810 BP,2022-07-05,residential_other,16,104,Residential
2022-094355 BP,2022-07-05,single_family,1953,12655,Residential
2022-083273 BP,2022-07-05,multifamily,4943,83540,Residential
2022-099598 BP,2022-07-05,single_family,5693,36891,Residential
2022-099476 BP,2022-07-05,single_family,3719,24099,Residential
2022-099624 BP,2022-07-05,single_family,2821,18280,Residential
2022-099635 BP,2022-07-05,single_family,2564,16615,Residential
2022-098694 BP,2022-07-05,single_family,1443,9351,Residential
2022-096153 BP,2022-07-05,single_family,2806,18183,Residential
2022-073120 BP,2022-07-05,adu_accessory,843,7536,Residential
2022-099629 BP,2022-07-05,single_family,2828,18325,Residential
2022-025428 BP,2022-07-05,single_family,4340,28123,Residential
2022-095244 BP,2022-07-05,single_family,3668,23769,Residential
2022-096233 BP,2022-07-02,multifamily,4314,72910,Residential
2022-098878 BP,2022-07-01,single_family,2451,15882,Residential
2022-098893 BP,2022-07-01,single_family,2453,15895,Residential
2022-096063 BP,2022-07-01,single_family,1574,10200,Residential
2022-098801 BP,2022-07-01,single_family,5532,35847,Residential
2022-098881 BP,2022-07-01,single_family,2716,17600,Residential
2022-098884 BP,2022-07-01,single_family,2747,17801,Residential
2021-190363 BP,2022-07-01,single_family,3738,24222,Residential
2022-095823 BP,2022-07-01,single_family,3056,19803,Residential
2022-095820 BP,2022-07-01,single_family,3056,19803,Residential
2022-096062 BP,2022-07-01,single_family,2296,14878,Residential
2022-093541 BP,2022-06-30,single_family,1847,11969,Residential
2022-098202 BP,2022-06-30,single_family,1875,12150,Residential
2022-095090 BP,2022-06-30,single_family,1980,12830,Residential
2022-098430 BP,2022-06-30,single_family,4544,29445,Residential
2022-095069 BP,2022-06-30,single_family,2208,14308,Residential
2022-088077 BP,2022-06-30,single_family,1622,10511,Residential
2022-094586 BP,2022-06-30,single_family,1980,12830,Residential
2022-096214 BP,2022-06-30,single_family,2665,17269,Residential
2022-097863 BP,2022-06-30,residential_other,80,518,Residential
2022-097292 BP,2022-06-30,single_family,3244,21021,Residential
2022-094497 BP,2022-06-30,single_family,2533,16414,Residential
2022-095365 BP,2022-06-30,single_family,1689,10945,Residential
2022-093270 BP,2022-06-30,single_family,1859,12046,Residential
2022-097550 BP,2022-06-30,multifamily,92441,1562319,Commercial
2022-097551 BP,2022-06-30,commercial_other,6029,89348,Commercial
2022-086771 BP,2022-06-30,single_family,4934,31972,Residential
2022-097545 BP,2022-06-30,multifamily,78823,1332165,Commercial
2022-097549 BP,2022-06-30,multifamily,74120,1252681,Commercial
2022-093293 BP,2022-06-30,commercial_other,86367,1279928,Commercial
2022-097552 BP,2022-06-30,commercial_other,932,13812,Commercial
2022-088085 BP,2022-06-30,single_family,1986,12869,Residential
2022-097546 BP,2022-06-30,multifamily,75786,1280837,Commercial
2022-097548 BP,2022-06-30,multifamily,82835,1399970,Commercial
2022-096979 BP,2022-06-30,single_family,2442,15824,Residential
2022-094766 BP,2022-06-30,single_family,1861,12059,Residential
2022-097849 BP,2022-06-30,adu_accessory,3819,34142,Residential
2022-093255 BP,2022-06-30,single_family,2328,15085,Residential
2022-094774 BP,2022-06-30,single_family,1986,12869,Residential
2022-093428 BP,2022-06-30,single_family,1706,11055,Residential
2022-098485 BP,2022-06-30,single_family,3143,20367,Residential
2022-097055 BP,2022-06-30,single_family,10777,69835,Residential
2022-092680 BP,2022-06-30,single_family,1980,12830,Residential
2022-094458 BP,2022-06-30,single_family,2651,17178,Residential
2022-096215 BP,2022-06-30,adu_accessory,1219,10898,Residential
2022-093292 BP,2022-06-30,commercial_other,67130,994842,Commercial
2022-093294 BP,2022-06-30,commercial_other,81264,1204303,Commercial
2022-081405 BP,2022-06-30,adu_accessory,1678,15001,Residential
2022-097547 BP,2022-06-30,multifamily,63349,1070643,Commercial
2022-095815 BP,2022-06-29,single_family,3753,24319,Residential
2022-097554 BP,2022-06-29,single_family,3186,20645,Residential
2022-097697 BP,2022-06-29,single_family,3546,22978,Residential
2022-097530 BP,2022-06-29,single_family,4196,27190,Residential
2022-097805 BP,2022-06-29,single_family,2546,16498,Residential
2022-074959 BP,2022-06-29,single_family,3027,19615,Residential
2022-097744 BP,2022-06-29,single_family,3135,20315,Residential
2021-088366 BP,2022-06-29,retail,2496,47945,Commercial
2022-097516 BP,2022-06-29,single_family,1782,11547,Residential
2022-061249 BP,2022-06-29,single_family,2469,15999,Residential
2022-061250 BP,2022-06-29,single_family,2460,15941,Residential
2022-097571 BP,2022-06-29,single_family,3179,20600,Residential
2022-097707 BP,2022-06-29,single_family,3353,21727,Residential
2022-074958 BP,2022-06-29,single_family,3049,19758,Residential
2022-094308 BP,2022-06-29,single_family,2869,18591,Residential
2022-097788 BP,2022-06-29,single_family,2974,19272,Residential
2022-097686 BP,2022-06-29,single_family,2374,15384,Residential
2022-097815 BP,2022-06-29,single_family,4202,27229,Residential
2022-097540 BP,2022-06-29,single_family,3202,20749,Residential
2022-097894 BP,2022-06-29,single_family,2725,17658,Residential
2022-097720 BP,2022-06-29,single_family,2879,18656,Residential
2022-061197 BP,2022-06-29,single_family,1185,7679,Residential
2022-097734 BP,2022-06-29,single_family,2209,14314,Residential
2022-097793 BP,2022-06-29,single_family,4196,27190,Residential
2022-096284 BP,2022-06-29,single_family,3595,23296,Residential
2022-081596 BP,2022-06-28,single_family,1339,8677,Residential
2022-009384 BP,2022-06-28,single_family,3464,22447,Residential
2022-081639 BP,2022-06-28,single_family,1525,9882,Residential
2022-081598 BP,2022-06-28,single_family,1525,9882,Residential
2022-081600 BP,2022-06-28,single_family,1528,9901,Residential
2022-081636 BP,2022-06-28,single_family,1525,9882,Residential
2022-081599 BP,2022-06-28,single_family,1525,9882,Residential
2022-096515 BP,2022-06-28,single_family,2811,18215,Residential
2022-096563 BP,2022-06-28,adu_accessory,1616,14447,Residential
2022-096972 BP,2022-06-28,single_family,6392,41420,Residential
2022-095717 BP,2022-06-28,residential_other,80,518,Residential
2022-096562 BP,2022-06-28,single_family,2912,18870,Residential
2022-075008 BP,2022-06-28,single_family,3059,19822,Residential
2022-075007 BP,2022-06-28,single_family,3038,19686,Residential
2022-081638 BP,2022-06-28,single_family,1525,9882,Residential
2022-075006 BP,2022-06-28,single_family,3026,19608,Residential
2022-081597 BP,2022-06-28,single_family,1339,8677,Residential
2022-093859 BP,2022-06-28,single_family,1248,8087,Residential
2022-092979 BP,2022-06-28,single_family,2826,18312,Residential
2022-096480 BP,2022-06-28,single_family,3038,19686,Residential
2022-061248 BP,2022-06-28,single_family,2460,15941,Residential
2022-081637 BP,2022-06-28,single_family,1525,9882,Residential
2022-096036 BP,2022-06-27,single_family,3533,22894,Residential
2022-096094 BP,2022-06-27,single_family,4232,27423,Residential
2022-092908 BP,2022-06-27,multifamily,3524,59558,Residential
2022-092789 BP,2022-06-27,multifamily,4015,67856,Residential
2022-094643 BP,2022-06-27,multifamily,7330,123882,Residential
2022-096048 BP,2022-06-27,single_family,2974,19272,Residential
2022-096032 BP,2022-06-27,single_family,3270,21190,Residential
2022-093266 BP,2022-06-27,single_family,3049,19758,Residential
2022-094238 BP,2022-06-27,single_family,2654,17198,Residential
2022-092858 BP,2022-06-27,single_family,3178,20593,Residential
2022-093249 BP,2022-06-27,single_family,3970,25726,Residential
2022-096126 BP,2022-06-27,single_family,2609,16906,Residential
2022-093267 BP,2022-06-27,adu_accessory,1330,11890,Residential
2022-096054 BP,2022-06-27,single_family,4196,27190,Residential
2022-092921 BP,2022-06-27,single_family,3038,19686,Residential
2022-095680 BP,2022-06-27,single_family,3635,23555,Residential
2022-092726 BP,2022-06-24,single_family,2550,16524,Residential
2022-079604 BP,2022-06-24,parking_garage,1412,1836,Commercial
2022-093205 BP,2022-06-24,adu_accessory,6974,62348,Residential
2021-166150 BP,2022-06-24,parking_garage,30965,40255,Commercial
2022-095002 BP,2022-06-24,single_family,3167,20522,Residential
2022-085276 BP,2022-06-24,single_family,3146,20386,Residential
2022-094067 BP,2022-06-24,single_family,3632,23535,Residential
2022-083639 BP,2022-06-24,single_family,3217,20846,Residential
2022-087928 BP,2022-06-23,single_family,3013,19524,Residential
2022-085263 BP,2022-06-23,single_family,2743,17775,Residential
2022-094265 BP,2022-06-23,adu_accessory,1455,13008,Residential
2022-093835 BP,2022-06-23,single_family,1105,7160,Residential
2022-094083 BP,2022-06-23,single_family,12779,82808,Residential
2022-094482 BP,2022-06-23,multifamily,32926,556473,Commercial
2022-092648 BP,2022-06-23,single_family,1631,10569,Residential
2022-092840 BP,2022-06-23,single_family,1116,7232,Residential
2022-064290 BP,2022-06-23,single_family,2916,18896,Residential
2022-092870 BP,2022-06-23,single_family,1116,7232,Residential
2022-092839 BP,2022-06-23,single_family,1561,10115,Residential
2022-093695 BP,2022-06-23,parking_garage,106347,138251,Commercial
2022-092841 BP,2022-06-23,single_family,1116,7232,Residential
2022-093836 BP,2022-06-23,single_family,1105,7160,Residential
2022-094485 BP,2022-06-23,multifamily,80982,1368653,Commercial
2022-092869 BP,2022-06-23,single_family,1631,10569,Residential
2022-092872 BP,2022-06-23,single_family,1561,10115,Residential
2022-064291 BP,2022-06-23,adu_accessory,1207,10791,Residential
2022-092651 BP,2022-06-23,single_family,1116,7232,Residential
2022-094352 BP,2022-06-23,adu_accessory,1594,14250,Residential
2022-093834 BP,2022-06-23,single_family,1561,10115,Residential
2022-092871 BP,2022-06-23,single_family,1116,7232,Residential
2022-086961 BP,2022-06-23,single_family,3717,24086,Residential
2022-093837 BP,2022-06-23,single_family,1597,10349,Residential
2022-092652 BP,2022-06-23,single_family,1116,7232,Residential
2022-094160 BP,2022-06-23,single_family,2982,19323,Residential
2022-094486 BP,2022-06-23,parking_garage,146881,190945,Commercial
2022-072573 BP,2022-06-23,multifamily,180880,3057001,Commercial
2022-067574 BP,2022-06-23,commercial_other,7043,104375,Commercial
2022-094261 BP,2022-06-23,single_family,2013,13044,Residential
2022-094483 BP,2022-06-23,multifamily,164388,2778274,Commercial
2022-094159 BP,2022-06-23,single_family,2982,19323,Residential
2022-093693 BP,2022-06-23,retail,61856,1188169,Commercial
2022-094053 BP,2022-06-23,adu_accessory,1473,13169,Residential
2022-092842 BP,2022-06-23,single_family,1631,10569,Residential
2022-094484 BP,2022-06-23,multifamily,74593,1260675,Commercial
2022-093257 BP,2022-06-23,warehouse_industrial,1588,14677,Commercial
2022-093694 BP,2022-06-23,retail,7780,149443,Commercial
2022-092653 BP,2022-06-23,single_family,1561,10115,Residential
2022-094161 BP,2022-06-23,single_family,2636,17081,Residential
2022-083253 BP,2022-06-22,single_family,3801,24630,Residential
2022-068321 BP,2022-06-22,adu_accessory,1498,13392,Residential
2022-068320 BP,2022-06-22,single_family,2563,16608,Residential
2022-070179 BP,2022-06-22,single_family,5190,33631,Residential
2022-081179 BP,2022-06-22,single_family,1561,10115,Residential
2022-093519 BP,2022-06-22,multifamily,108009,1825429,Commercial
2022-093527 BP,2022-06-22,commercial_other,980,14523,Commercial
2022-093525 BP,2022-06-22,commercial_other,10714,158778,Commercial
2022-083592 BP,2022-06-22,warehouse_industrial,89400,826282,Commercial
2022-086760 BP,2022-06-22,single_family,2816,18248,Residential
2022-093524 BP,2022-06-22,multifamily,3182,53778,Commercial
2022-083594 BP,2022-06-22,commercial_other,112,1660,Commercial
2022-081178 BP,2022-06-22,single_family,1116,7232,Residential
2022-093526 BP,2022-06-22,commercial_other,1282,18999,Commercial
2022-081176 BP,2022-06-22,single_family,1615,10465,Residential
2022-093522 BP,2022-06-22,multifamily,3182,53778,Commercial
