permit_id,issued_date,property_type,sqft,est_annual_kwh,permit_class
2022-093523 BP,2022-06-22,multifamily,3182,53778,Commercial
2022-093521 BP,2022-06-22,multifamily,3182,53778,Commercial
2022-093518 BP,2022-06-22,multifamily,128568,2172891,Commercial
2022-081177 BP,2022-06-22,single_family,1116,7232,Residential
2022-086761 BP,2022-06-22,adu_accessory,1520,13589,Residential
2022-093528 BP,2022-06-22,parking_garage,108009,140412,Commercial
2022-093337 BP,2022-06-22,single_family,3130,20282,Residential
2022-093520 BP,2022-06-22,multifamily,108009,1825429,Commercial
2022-085798 BP,2022-06-21,single_family,3543,22959,Residential
2022-085803 BP,2022-06-21,single_family,3633,23542,Residential
2022-068747 BP,2022-06-21,adu_accessory,288,2575,Residential
2022-078778 BP,2022-06-21,office,12679,198494,Commercial
2022-078777 BP,2022-06-21,office,71160,1114032,Commercial
2022-084203 BP,2022-06-21,parking_garage,943,1226,Commercial
2022-085801 BP,2022-06-21,single_family,3567,23114,Residential
2022-087532 BP,2022-06-21,single_family,2415,15649,Residential
2022-085799 BP,2022-06-21,single_family,3567,23114,Residential
2022-085800 BP,2022-06-21,single_family,3649,23646,Residential
2022-081438 BP,2022-06-21,single_family,2318,15021,Residential
2022-081372 BP,2022-06-21,single_family,2352,15241,Residential
2022-085802 BP,2022-06-21,single_family,3551,23010,Residential
2022-088035 BP,2022-06-20,single_family,1561,10115,Residential
2022-088191 BP,2022-06-20,single_family,2373,15377,Residential
2022-088153 BP,2022-06-20,single_family,3228,20917,Residential
2022-088171 BP,2022-06-20,single_family,2427,15727,Residential
2022-088126 BP,2022-06-20,single_family,2541,16466,Residential
2022-088117 BP,2022-06-20,single_family,2041,13226,Residential
2022-085496 BP,2022-06-20,single_family,4561,29555,Residential
2022-074494 BP,2022-06-20,single_family,2191,14198,Residential
2022-088080 BP,2022-06-20,single_family,3475,22518,Residential
2022-088036 BP,2022-06-20,single_family,1116,7232,Residential
2022-088056 BP,2022-06-20,single_family,3468,22473,Residential
2022-082208 BP,2022-06-20,single_family,2797,18125,Residential
2022-088038 BP,2022-06-20,single_family,1354,8774,Residential
2022-088112 BP,2022-06-20,single_family,3130,20282,Residential
2022-088037 BP,2022-06-20,single_family,1116,7232,Residential
2022-039503 BP,2022-06-20,single_family,5940,38491,Residential
2022-088024 BP,2022-06-17,single_family,2153,13951,Residential
2022-085397 BP,2022-06-17,single_family,2318,15021,Residential
2022-082822 BP,2022-06-17,adu_accessory,1261,11273,Residential
2022-085395 BP,2022-06-17,single_family,2468,15993,Residential
2022-088050 BP,2022-06-17,single_family,3186,20645,Residential
2022-085398 BP,2022-06-17,single_family,2450,15876,Residential
2022-020131 BP,2022-06-17,retail,4993,95909,Commercial
2022-082821 BP,2022-06-17,single_family,2479,16064,Residential
2022-088070 BP,2022-06-17,single_family,2134,13828,Residential
2022-088030 BP,2022-06-17,single_family,2901,18798,Residential
2021-088364 BP,2022-06-17,retail,7963,152958,Commercial
2022-087812 BP,2022-06-17,multifamily,1100000,18590783,Commercial
2022-068675 BP,2022-06-17,residential_other,1200,7776,Residential
2022-068687 BP,2022-06-17,residential_other,1200,7776,Residential
2022-085396 BP,2022-06-17,single_family,2318,15021,Residential
2022-087139 BP,2022-06-16,single_family,3188,20658,Residential
2022-081227 BP,2022-06-16,single_family,1116,7232,Residential
2022-086057 BP,2022-06-16,single_family,2231,14457,Residential
2022-086200 BP,2022-06-16,residential_other,80,518,Residential
2022-083252 BP,2022-06-16,single_family,1731,11217,Residential
2022-081407 BP,2022-06-16,single_family,2311,14975,Residential
2022-082323 BP,2022-06-16,single_family,4603,29827,Residential
2022-086477 BP,2022-06-16,single_family,3281,21261,Residential
2022-082342 BP,2022-06-16,single_family,2228,14437,Residential
2022-077843 BP,2022-06-16,single_family,1712,11094,Residential
2022-085980 BP,2022-06-16,single_family,1628,10549,Residential
2022-086485 BP,2022-06-16,single_family,3571,23140,Residential
2022-081228 BP,2022-06-16,single_family,1116,7232,Residential
2022-085981 BP,2022-06-16,single_family,1116,7232,Residential
2022-086058 BP,2022-06-16,adu_accessory,1646,14715,Residential
2022-085264 BP,2022-06-16,single_family,2973,19265,Residential
2022-081226 BP,2022-06-16,single_family,1628,10549,Residential
2022-087194 BP,2022-06-16,single_family,2328,15085,Residential
2022-085989 BP,2022-06-16,single_family,2828,18325,Residential
2022-086059 BP,2022-06-16,single_family,4450,28836,Residential
2022-086488 BP,2022-06-16,single_family,3119,20211,Residential
2022-086211 BP,2022-06-16,residential_other,80,518,Residential
2022-086332 BP,2022-06-16,residential_other,64,415,Residential
2022-085983 BP,2022-06-16,single_family,1561,10115,Residential
2022-072137 BP,2022-06-16,single_family,1861,12059,Residential
2022-087145 BP,2022-06-16,single_family,3797,24605,Residential
2022-086227 BP,2022-06-16,residential_other,80,518,Residential
2022-086231 BP,2022-06-16,residential_other,80,518,Residential
2022-072983 BP,2022-06-16,single_family,1619,10491,Residential
2022-081680 BP,2022-06-16,single_family,1986,12869,Residential
2022-072114 BP,2022-06-16,single_family,1847,11969,Residential
2022-075414 BP,2022-06-16,single_family,1731,11217,Residential
2022-086496 BP,2022-06-16,single_family,2609,16906,Residential
2022-081417 BP,2022-06-16,single_family,2328,15085,Residential
2022-081229 BP,2022-06-16,single_family,1561,10115,Residential
2022-086206 BP,2022-06-16,single_family,1875,12150,Residential
2022-083300 BP,2022-06-16,single_family,2419,15675,Residential
2022-074898 BP,2022-06-16,single_family,2228,14437,Residential
2022-071673 BP,2022-06-16,single_family,2204,14282,Residential
2022-085982 BP,2022-06-16,single_family,1116,7232,Residential
2022-086942 BP,2022-06-16,single_family,2498,16187,Residential
2022-073069 BP,2022-06-16,single_family,1986,12869,Residential
2022-086501 BP,2022-06-16,single_family,3270,21190,Residential
2022-086221 BP,2022-06-16,residential_other,80,518,Residential
2022-086016 BP,2022-06-15,single_family,3130,20282,Residential
2022-079589 BP,2022-06-15,multifamily,28015,473473,Commercial
2022-086021 BP,2022-06-15,single_family,3260,21125,Residential
2022-079585 BP,2022-06-15,multifamily,26440,446855,Commercial
2022-086013 BP,2022-06-15,single_family,3754,24326,Residential
2022-086017 BP,2022-06-15,single_family,2996,19414,Residential
2022-085262 BP,2022-06-15,single_family,3051,19770,Residential
2022-086551 BP,2022-06-15,single_family,4196,27190,Residential
2022-071160 BP,2022-06-15,single_family,4595,29776,Residential
2022-079588 BP,2022-06-15,multifamily,28015,473473,Commercial
2022-086474 BP,2022-06-15,single_family,2887,18708,Residential
2022-086618 BP,2022-06-15,single_family,3546,22978,Residential
2022-079584 BP,2022-06-15,multifamily,26440,446855,Commercial
2022-086585 BP,2022-06-15,single_family,2609,16906,Residential
2022-086548 BP,2022-06-15,single_family,3364,21799,Residential
2022-086008 BP,2022-06-15,single_family,3302,21397,Residential
2022-079586 BP,2022-06-15,multifamily,34210,578173,Commercial
2022-086602 BP,2022-06-15,single_family,3506,22719,Residential
2022-075214 BP,2022-06-15,single_family,3565,23101,Residential
2022-086637 BP,2022-06-15,single_family,2396,15526,Residential
2022-079605 BP,2022-06-15,parking_garage,1412,1836,Commercial
2022-079611 BP,2022-06-15,commercial_other,4990,73950,Commercial
2022-086558 BP,2022-06-15,single_family,4196,27190,Residential
2022-086594 BP,2022-06-15,single_family,4202,27229,Residential
2022-079583 BP,2022-06-15,multifamily,26440,446855,Commercial
2022-086344 BP,2022-06-15,residential_other,88,570,Residential
2022-079587 BP,2022-06-15,multifamily,34210,578173,Commercial
2022-079581 BP,2022-06-15,multifamily,14595,246666,Commercial
2022-079582 BP,2022-06-15,multifamily,26440,446855,Commercial
2022-086564 BP,2022-06-15,single_family,3186,20645,Residential
2022-082975 BP,2022-06-14,single_family,2975,19278,Residential
2022-082976 BP,2022-06-14,single_family,2743,17775,Residential
2022-071617 BP,2022-06-14,adu_accessory,1096,9798,Residential
2022-082977 BP,2022-06-14,single_family,3051,19770,Residential
2022-085065 BP,2022-06-14,single_family,2974,19272,Residential
2022-085074 BP,2022-06-14,single_family,2661,17243,Residential
2022-085422 BP,2022-06-14,multifamily,6516,110125,Residential
2022-085429 BP,2022-06-14,single_family,2794,18105,Residential
2022-085444 BP,2022-06-14,single_family,1453,9415,Residential
2022-085589 BP,2022-06-14,single_family,3695,23944,Residential
2022-084335 BP,2022-06-14,single_family,2164,14023,Residential
2022-085285 BP,2022-06-14,single_family,2668,17289,Residential
2022-085038 BP,2022-06-14,single_family,4008,25972,Residential
2022-050692 BP,2022-06-13,adu_accessory,1036,9262,Residential
2022-065116 BP,2022-06-13,adu_accessory,1224,10943,Residential
2020-108939 BP,2022-06-13,hospitality,315550,4130626,Commercial
2022-084058 BP,2022-06-13,single_family,4196,27190,Residential
2022-084334 BP,2022-06-13,single_family,3344,21669,Residential
2022-082790 BP,2022-06-13,single_family,6110,39593,Residential
2022-082278 BP,2022-06-13,single_family,8406,54471,Residential
2022-065115 BP,2022-06-13,single_family,2347,15209,Residential
2022-084739 BP,2022-06-13,single_family,5519,35763,Residential
2022-084044 BP,2022-06-13,single_family,3414,22123,Residential
2022-084969 BP,2022-06-13,single_family,2212,14334,Residential
2021-122582 BP,2022-06-12,single_family,4682,30339,Residential
2022-073911 BP,2022-06-10,single_family,3160,20477,Residential
2022-083271 BP,2022-06-10,single_family,2590,16783,Residential
2022-082963 BP,2022-06-10,single_family,1595,10336,Residential
2022-073910 BP,2022-06-10,single_family,3160,20477,Residential
2022-083582 BP,2022-06-10,single_family,3601,23334,Residential
2022-082667 BP,2022-06-10,single_family,1922,12455,Residential
2022-049090 BP,2022-06-10,single_family,1833,11878,Residential
2022-083775 BP,2022-06-10,single_family,3643,23607,Residential
2022-082311 BP,2022-06-10,single_family,1288,8346,Residential
2022-066510 BP,2022-06-10,adu_accessory,1010,9029,Residential
2022-035307 BP,2022-06-10,parking_garage,35236,45807,Commercial
2022-083259 BP,2022-06-10,single_family,2588,16770,Residential
2022-073909 BP,2022-06-10,single_family,3001,19446,Residential
2022-083238 BP,2022-06-10,single_family,3584,23224,Residential
2022-073913 BP,2022-06-10,single_family,3001,19446,Residential
2022-082668 BP,2022-06-10,adu_accessory,1249,11166,Residential
2022-082952 BP,2022-06-09,single_family,2946,19090,Residential
2022-083210 BP,2022-06-09,single_family,2716,17600,Residential
2022-066143 BP,2022-06-09,single_family,4544,29445,Residential
2022-082934 BP,2022-06-09,single_family,2341,15170,Residential
2022-083723 BP,2022-06-09,single_family,2066,13388,Residential
2022-082945 BP,2022-06-09,single_family,3202,20749,Residential
2021-004050 BP,2022-06-09,single_family,6383,41362,Residential
2022-083226 BP,2022-06-09,single_family,2193,14211,Residential
2022-083204 BP,2022-06-09,single_family,2607,16893,Residential
2022-083232 BP,2022-06-09,single_family,2453,15895,Residential
2022-083724 BP,2022-06-09,adu_accessory,1394,12462,Residential
2022-036389 BP,2022-06-09,multifamily,5696,96266,Residential
2022-081313 BP,2022-06-09,single_family,5334,34564,Residential
2022-070978 BP,2022-06-08,adu_accessory,1164,10406,Residential
2022-076112 BP,2022-06-08,single_family,3136,20321,Residential
2022-081714 BP,2022-06-08,single_family,3202,20749,Residential
2022-081603 BP,2022-06-08,single_family,2253,14599,Residential
2022-082907 BP,2022-06-08,single_family,3512,22758,Residential
2022-081222 BP,2022-06-08,single_family,2931,18993,Residential
2022-081990 BP,2022-06-08,single_family,3439,22285,Residential
2022-044046 BP,2022-06-08,adu_accessory,1215,10862,Residential
2022-044045 BP,2022-06-08,single_family,2473,16025,Residential
2022-078395 BP,2022-06-08,single_family,2434,15772,Residential
2022-081683 BP,2022-06-08,single_family,2637,17088,Residential
2022-078396 BP,2022-06-08,adu_accessory,1132,10120,Residential
2021-069233 BP,2022-06-08,single_family,3028,19621,Residential
2022-081575 BP,2022-06-08,single_family,3041,19706,Residential
2022-080474 BP,2022-06-08,single_family,4721,30592,Residential
2022-058480 BP,2022-06-07,single_family,7212,46734,Residential
2022-080821 BP,2022-06-07,residential_other,80,518,Residential
2022-080845 BP,2022-06-07,residential_other,80,518,Residential
2022-070329 BP,2022-06-07,multifamily,75869,1282240,Commercial
2022-081429 BP,2022-06-07,single_family,4208,27268,Residential
2021-132928 BP,2022-06-07,multifamily,5536,93562,Residential
2022-058481 BP,2022-06-07,adu_accessory,1403,12543,Residential
2022-075259 BP,2022-06-07,single_family,3853,24967,Residential
2022-075989 BP,2022-06-07,single_family,5680,36806,Residential
2022-080912 BP,2022-06-06,single_family,2909,18850,Residential
2022-080943 BP,2022-06-06,single_family,4196,27190,Residential
2022-075140 BP,2022-06-06,single_family,3318,21501,Residential
2022-081008 BP,2022-06-06,single_family,3307,21429,Residential
2022-079092 BP,2022-06-06,adu_accessory,1026,9172,Residential
2022-080234 BP,2022-06-06,single_family,3809,24682,Residential
2022-021091 BP,2022-06-06,single_family,2634,17068,Residential
2022-081412 BP,2022-06-06,single_family,1399,9066,Residential
2022-080925 BP,2022-06-06,single_family,3181,20613,Residential
2022-080959 BP,2022-06-06,single_family,4002,25933,Residential
2022-021092 BP,2022-06-06,adu_accessory,478,4273,Residential
2022-074609 BP,2022-06-06,adu_accessory,1200,10728,Residential
2022-080347 BP,2022-06-06,single_family,4035,26147,Residential
2022-080987 BP,2022-06-06,single_family,2235,14483,Residential
2022-080515 BP,2022-06-06,adu_accessory,1678,15001,Residential
2022-071525 BP,2022-06-06,single_family,7804,50570,Residential
2022-080514 BP,2022-06-06,single_family,2599,16842,Residential
2022-080967 BP,2022-06-06,single_family,3776,24468,Residential
2022-080950 BP,2022-06-06,single_family,3503,22699,Residential
2022-080997 BP,2022-06-06,single_family,2974,19272,Residential
2022-081436 BP,2022-06-06,single_family,3015,19537,Residential
2022-081421 BP,2022-06-06,single_family,1399,9066,Residential
2022-080422 BP,2022-06-06,adu_accessory,1268,11336,Residential
2022-077741 BP,2022-06-06,single_family,3889,25201,Residential
2022-078467 BP,2022-06-03,single_family,4220,27346,Residential
2022-079199 BP,2022-06-03,single_family,3270,21190,Residential
2022-079121 BP,2022-06-03,single_family,2998,19427,Residential
2022-076303 BP,2022-06-03,single_family,4145,26860,Residential
2022-077006 BP,2022-06-03,single_family,4897,31733,Residential
2022-079946 BP,2022-06-03,multifamily,591258,9992681,Commercial
2022-079947 BP,2022-06-03,parking_garage,245253,318829,Commercial
2022-079222 BP,2022-06-03,single_family,4196,27190,Residential
2022-078908 BP,2022-06-03,single_family,2267,14690,Residential
2022-079181 BP,2022-06-03,single_family,3307,21429,Residential
2022-079134 BP,2022-06-03,single_family,3219,20859,Residential
2022-079188 BP,2022-06-03,single_family,4202,27229,Residential
2022-046711 BP,2022-06-03,single_family,12654,81998,Residential
2022-079513 BP,2022-06-02,multifamily,35915,606989,Commercial
2022-079504 BP,2022-06-02,multifamily,35915,606989,Commercial
2022-079520 BP,2022-06-02,commercial_other,1052,15590,Commercial
2022-079512 BP,2022-06-02,multifamily,43052,727609,Commercial
2022-079088 BP,2022-06-02,single_family,3730,24170,Residential
2022-079517 BP,2022-06-02,commercial_other,909,13471,Commercial
2022-079511 BP,2022-06-02,multifamily,26862,453987,Commercial
2022-079506 BP,2022-06-02,multifamily,35919,607057,Commercial
2022-079507 BP,2022-06-02,multifamily,35919,607057,Commercial
